label,text
ham,"[ILUG] Re: C++ and C Mailing Lists for Beginners and AdvancedDavid Neary stated the following: > > SoloCDM wrote: > > > Are there any mailing lists (non-newsgroups) for C++ and C Beginners > > and Advanced programmers? > > Try the following newsgroups - Beginners: news:comp.lang.learn.c-c++ I tried news:comp.lang.learn.c-c++ and it wouldn't work. Is there a typo? > More advanced: news:comp.lang.c news:comp.lang.c++ > news:comp.lang.c.moderated > > Also, you should keep a bookmark pointing at the comp.lang.c FAQ at > http://www.eskimo.com/~scs/C-faq/top.html > > For tutorials, the guy who maintains the clc FAQ (Steve Summit) has > a tutorial - http://www.eskimo.com/~scs/cclass/notes/top.html Also > you could have a look at the excercises he poses - all linked from > http://www.eskimo.com/~scs/cclass/cclass.html > > For C++, I would guess that the comp.lang.c++ FAQ is a good place to > start - they're likely to have links to suggested reading material. > > If you're going to do any amount of C programming, you should > think about getting K&R2 (The C programming language, 2nd edition, > by Kernighan and Ritchie), for C++ the equivalent book is > Stroustrup. Although the C++ book is a lot bigger :) -- Note: When you reply to this message, please include the mailing list and/or newsgroup address and my email address in To: ********************************************************************* Signed, SoloCDM -- Irish Linux Users' Group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. List maintainer: listmaster@linux.ie "
spam,[SPAM] Make her succumb to temptationIt is not tricky to make your wang prominent! Just use our boosters! http://madecrowd.com/ 
spam,"En1argerPenis 3"" in 6 Weeks, see myPenis pictures as proof. lraqpq qrlw Effective way To Grow YourPenis 3""-4"" Grow & Thicken YourPenis, 100% Natural Herbal Pills(Absolute NO Side-Effect!!) Give yourself 3""-4"" Longer today! http://marketzones.ru "
ham,"[Spambayes] spambayes package?> Before we get too far down this road, what do people think of creating a > spambayes package containing classifier and tokenizer? This is just to > minimize clutter in site-packages. Too early IMO (if you mean to leave the various other tools out of it). If and when we package this, perhaps we should use Barry's trick from the email package for making the package itself the toplevel dir of the distribution (rather than requiring an extra directory level just so the package can be a subdir of the distro). --Guido van Rossum (home page: http://www.python.org/~guido/) "
ham,"Re: [meta-forkage] In a message dated 9/19/2002 3:45:45 PM, dl@silcom.com writes: >I don't mind if people advocate nuking >gay baby whales for jesus, if they can >make a good, original, argument for it. I can't imagine any other kind of argument for nuking gay baby whales for jesus. But do you mean nuking baby gay whales who are for jesus; or nuking baby gay whales for Jesus's sake? splitting hairs with a FoRK, Tom "
ham,"Re: Secure Sofware KeyYannick Gingras wrote: > Is the use of ""trusted hardware"" really worth it ? Does it really make it > more secure ? Look at the DVDs. DVDs don't use trusted hardware. As for whether it is worth it, that depends entirely on what its worth to secure your software. Cheers, Ben. -- http://www.apache-ssl.org/ben.html http://www.thebunker.net/ ""There is no limit to what a man can do or how far he can go if he doesn't mind who gets the credit."" - Robert Woodruff "
ham,"Re: ditching muttOn 2010-04-08 22:36, green wrote: [snip] > > I am using mutt. I had procmail set up to drop messages in different maildir > boxes. Then I switched to mailfilter. And because it is such a pain when a > new mailing list is added (or whatever), ?????? It takes 30 seconds to pull up ~/.mailfilter in vim, duplicate an if-block and modify it. -- Dissent is patriotic, remember? -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/4BBEB45B.1080806@cox.net "
ham,"RE: when building a rpm i386-redhat-linux- is appended to man page > -----Original Message----- > From: Matthias Saou [mailto:matthias@egwn.net] > Sent: Monday, August 19, 2002 5:25 PM > To: rpm-zzzlist@freshrpms.net > Subject: Re: when building a rpm i386-redhat-linux- is appended to man > page > > > Once upon a time, Harig, wrote : > > > > > > > The workaround is to pass an extra argument to configure > as follows : > > > > > > %configure --program-prefix=%{?_program_prefix:%{_program_prefix}} > > > > > > > This works when you are defining a switch that %configure > > does not already define, but how can we override an > > existing switch? > > Well, %configure doesn't define ""--program-prefix="", so that's why it > works. Maybe you thought that was an example, but no, it's > the exact syntax > to use as a workaround ;-) > > Matthias > Actually, I was hoping that you could answer the question ""how can we override an existing switch?"" For example, %configure uses the command- line switch '--prefix'. How can we override that value? %configure ??? --- _______________________________________________ RPM-List mailing list http://lists.freshrpms.net/mailman/listinfo/rpm-list "
ham,"Re: DVD+RW tools available (Was: Re: How to add service port ?) --- Matthias Saou wrote: > Once upon a time, Chris wrote : > > > To bring things back on topic, I was practicing my > ""rpmbuild'n skillz"" > > and made an rpm with some simple software tools to > drive my DVD+RW > > burner. No GUI frontend, but it works just fine > from the command line. I > > even used it to burn a bootable DVD version of Red > Hat 7.3. > > > > > ftp://people.redhat.com/ckloiber/dvd+rw-tools-0.1.src.rpm > > Nice! :-) > What about the ""dvdrecord"" package that's already > included in 7.3? It > doesn't do what this one does? I'm asking this > because I've got a friend > with an iMac running YellowDog Linux (basically Red > Hat Linux for PPC), and > it's one of the newer versions with a DVD burner. > I'd be very interested in > using his drive to burn DVDs full of 2-CDs movies or > full of ""files for > xmame"" ;-) > Also, a bootable DVD of Red Hat Linux 7.3 would be > great as I've still not > burned the CDs even once for myself since I always > install through the > network (and haven't found an easy way of purchasing > an english boxed set > here in Spain...). > > Matthias > That's done by bero - not too sure whether it works on DVD+RW drives, I believe it supports only DVD-R. Would be nice to have a unified tool for DVD/CD burning - already I do my CD burning from dvdrecord since it is more recent. Regards, Michel __________________________________________________ Do You Yahoo!? Everything you'll ever need on one web page from News and Sport to Email and Music Charts http://uk.my.yahoo.com _______________________________________________ RPM-List mailing list http://lists.freshrpms.net/mailman/listinfo/rpm-list "
ham,"RE: Selling Wedded Bliss (was Re: Ouch...)cdale is a double chocolate chip macadamia to my vanilla wafer. wait, maybe i'm a ginger snap. gg -----Original Message----- From: fork-admin@xent.com [mailto:fork-admin@xent.com]On Behalf Of Russell Turpin Sent: Saturday, September 07, 2002 11:06 AM To: fork@spamassassin.taint.org Subject: Re: Selling Wedded Bliss (was Re: Ouch...) Robert Harley: >It is perfectly obvious that (heterosexual) promiscuity is exactly, >precisely identical between males and females. Yeah, assuming approximately equal populations. But that obscures the different modes of promiscuity. Both the person who gives sex for money or power or companionship and the person who uses money and power and companionship to get sex are promiscuous, in the broadest sense of the word. But their motives and behavior are quite different. Langur monkeys were the example in the cited article. ""Dominant males .. kill babies that are not their own."" ""The dominant male monkey .. seeks to defend his harem of females."" But cozying up to the current dominant male isn't the best strategy for female langurs, because ""dominant males are dethroned by rivals every 27 months or so."" ""By mating with as many extra-group males as possible, female langurs ensure their offspring against infanticide,"" by the male who is likely next to rule the roost. Maybe it's just me, but that doesn't paint a picture of carefree females engaged in joyously promiscuous couplings. The dom cab driver who is taking her two boy toys to New Orleans is a better picture of that. ;-) _________________________________________________________________ Chat with friends online, try MSN Messenger: http://messenger.msn.com "
spam,"Lose Inches and Look Great This Summer! Untitled Document &nbsp; &nbsp; You received this email because you signed up at one of Offer888.com's websites or you signed up with a party that has contracted with Offer888.com. To unsubscribe from our newsletter, please visit http://opt-out.offer888.net/?e=jm@netnoteinc.com . 	 "
ham,"[zzzzteana] Re: Archer-UK TV Alert--- In forteana@y..., ""David McQuirk"" wrote: > TimH: > > >I was watching that last night and I couldn't help wondering if one > >of the GIs was Dexter Fletcher out of the Crystal Maze. > Yup, was him out of Press Gang > > >Who once snogged Shauna Lowery, if anyones heard of her. > Did you have to kneel down? > > > Dave Its possibly a different Shauna Lowery: The one I'm talking about is about 7 foot tall and presents ""Animal Hospital"" or something like that. tim h To unsubscribe from this group, send an email to: forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ "
ham,"Re: K3B> `athalon-redhat-linux': machine `athalon-redhat' not recognized > configure: error: /bin/sh admin/config.sub athalon-redhat-linux failed > error: Bad exit status from /home/dale/rpmbuild/tmp/rpm-tmp.26673 > (%prep) Woah ;) did you tweak some flags yourself, like default rpm flags ? What dist are you running ? I don't think there's an athalon-redhat-linux machine as standard ;) it should be some permutation of athlon and linux, and without redhat, but I can't tell for sure. Any idea where your system might be setting this flag ? > RPM build errors: > user jkeating does not exist - using root > group jkeating does not exist - using root > user jkeating does not exist - using root > group jkeating does not exist - using root > Bad exit status from /home/dale/rpmbuild/tmp/rpm-tmp.26673 (%prep) looks like the files are owned by the wrong user (ie the original spec builder). Thomas -- The Dave/Dina Project : future TV today ! - http://davedina.apestaart.org/ Goodbye I've finally arrived URGent, the best radio on the Internet - 24/7 ! - http://urgent.rug.ac.be/ _______________________________________________ RPM-List mailing list http://lists.freshrpms.net/mailman/listinfo/rpm-list "
ham,"Stupid for a DayURL: http://jeremy.zawodny.com/blog/archives/000202.html Date: 2002-09-29T12:01:43-08:00 I like Kasia's latest idea. Let's all try that. But not on the same day. Maybe we should all use our birthdays as the basis. Since I was born on June 4th, I'll be stupid on the 4th of every... "
