lang,text
german,"Am 18. März hat die Europäische Bankaufsichtsbehörde eine Zusammenfassung veröffentlicht, in der die Vorgehensweise enthalten war, und wir möchten gerne wissen, für wann der Europäische Rat die Veröffentlichung dieser Informationen in Erwägung zieht, welche Maßnahmen ..."
german,"Am 2. Juli 2010 hat der Generalsekretär außerdem bescheinigt, dass er mit angemessener Sicherheit feststellen konnte, dass der Haushaltsplan des Parlaments gemäß den Grundsätzen der wirtschaftlichen Haushaltsführung ausgeführt wurde und der eingeführte Kontrollrahmen die notwendigen Garantien bezüglich der Rechtmäßigkeit und der Ordnungsmäßigkeit der zugrunde liegenden Vorgänge bietet."
german,"Am 2. Mai wurden nahe der Atomanlage Sellafield fünf Terrorverdächtige verhaftet, und die irische Regierung hat bislang noch keine Erklärung dazu abgegeben, ob ihr die britische Regierung alle sicherheitsrelevanten Informationen zu diesem Zwischenfall zur Verfügung gestellt hat."
german,"Am 22. Dezember 2007 habe ich geholfen, das Grenztor an der Grenze zwischen der Slowakei und Ungarn niederzureißen. Verglichen mit der damaligen Begeisterung der Menschen wirkt die heutige Stärkung der Binnengrenzen wie eine völlige Negierung des Schengener Ideals."
german,Am 23. und 24. März 2000 hat der Europäische Rat von Lissabon der Europäischen Union (EU) ein ehrgeiziges strategisches Ziel gesetzt: nämlich bis 2010 zum wettbewerbsfähigsten und dynamischsten wissensbasierten Wirtschaftsraum der Welt zu werden.
german,Am 23. und 24. März 2000 hat der Europäische Rat von Lissabon der Europäischen Union ein Ziel gesetzt: nämlich bis 2010 zum wettbewerbsfähigsten wissensbasierten Wirtschaftsraum der Welt zu werden.
german,"Am 26. April 1986 kam es während eines Systemtests zu einem plötzlichen Stromstoß, der den Reaktorbehälter beschädigte, was zu einer Reihe von Explosionen führte."
german,"Am 28. September 2009 hat die Kommission eine Mitteilung mit dem Titel veröffentlicht ""Das BIP und mehr: die Messung des Fortschritts in einer Welt im Wandel"", in der sie Maßnahmen für die Schaffung eine Datengrundlage von Umweltgesamtrechnungen der EU vorschlägt, mit Blick auf eine bessere öffentliche Diskussion und eine sachgerechtere Entscheidungsfindung."
german,Am 31. Dezember 2010 endete Stufe A und am 1. Januar 2011 begann Stufe B. Die Grenzwerte der gerade in Kraft getretenen Stufe sind sehr viel strenger als die der vorhergehenden Stufen.
german,"Am 6. Juli 2010 übermittelte das Zentrale Stadtbezirksgericht Buda einen Antrag auf Aufhebung der Immunität von Ágnes Hankiss im Zusammenhang mit einem neuen Strafverfahren, wie dies mit einem Urteil des Obersten Gerichts der Republik Ungarn im Jahr 2009 angeordnet wurde."
german,"Am 6. Mai 2009 nahm das Parlament eine Überarbeitung seiner Geschäftsordnung vor und führte unter Artikel 51 ein neues ""Verfahren mit gemeinsamen Ausschusssitzungen"" ein, um die Verfahren bezüglich der Zulassung von Themen, die über die Zuständigkeiten eines einzelnen Ausschusses hinausgehen, zu vereinfachen, damit dem Plenum nur ein einziger Bericht, der die Stellungnahme aller beteiligten Ausschüsse widerspiegeln würde, vorgelegt wird."
german,"Am 7. Juni, vor zwei Tagen also, wurden in Gaberone Gespräche zwischen der SADC und den verschiedenen Akteuren des Landes aufgenommen, um einen Ausweg aus der Krise zu finden, der auf Neutralität und auf Einvernehmen beruht, der alle Gruppierungen einbezieht und der sowohl von der internationalen Gemeinschaft als auch von der großen Mehrzahl der Bürger Madagaskars unterstützt werden kann."
german,Am 8. April wurden hierzu vom EU-Militärstab 300 Projekte der Mitgliedstaaten vorgelegt.
german,"Am Anfang des Schreibens der Adressbuchfirma steht, dass die Information kostenfrei ist."
german,Am Donnerstag findet die wichtige Sitzung zwischen den europäischen Regulatoren mit ENSREG und der Kommission statt.
german,"Am Ende Ihrer Rede haben Sie erklärt: ""Unsere gesamte Zeit wird heute im Wesentlichen für die Reform der wirtschaftlichen Governance verbraucht; das Thema der Vertretung des Euroraums nach außen wird zu einem späteren Zeitpunkt erörtert""."
german,Am Ende muss eines klar sein: Gründlichkeit geht vor Schnelligkeit.
german,"Am Ende wird es voraussichtlich 27 Satelliten, die in einer Umlaufbahn in Höhe von ungefähr 23 000 km um die Erde kreisen, und Ersatzsatelliten in angemessener Anzahl sowie circa 40 Bodenstationen in der ganzen Welt umfassen."
german,"Am Montag hat der Rat weitreichende Zugeständnisse gemacht, im letzten Fall bezüglich der mit der Prävention im Zusammenhang stehenden Bestimmungen des Paktes, einschließlich einer Revisionsklausel für eine Überprüfung in drei Jahren und dem ""Comply-or-explain""Verfahren, das im Vergleich zur vorherigen Vereinbarung des ECOFIN-Rats vom März gestärkt wurde."
german,Am Schluss wollte Italien das Ganze wegen eines bürokratischen Details noch zum Absturz bringen.
german,"Am Sonntag, dem 5. Juni, setzten die deutschen Behörden die Europäische Kommission davon in Kenntnis, dass sie auf der Basis der epidemiologischen Untersuchungen der Ansicht seien, dass möglicherweise Sojasprossen die Ursache für den Ausbruch der E. coli-Infektion sind, die vor allem den nördlichen Teil Deutschlands betrifft."
german,"Am Tag nach dessen Publikation wurde berichtet, dass der UN-Generalsekretär nur dann eine internationale Untersuchung in Gang setzen würde, wenn die Regierung von Sri Lanka zustimmt oder ein internationales Forum, wie z. B. der UN-Sicherheitsrat, eine Untersuchung fordert."
german,"Am gleichen Tag wurde das Verfahren ausgesetzt, da Ágnes Hankiss parlamentarische Immunität als Mitglied des Europäischen Parlaments genießt. Der entsprechende Antrag auf Aufhebung der Immunität wurde am 6. Juli 2010 vom Gericht gestellt."
german,"Am nächsten Freitag haben wir einen Rat (Auswärtige Angelegenheiten) über Wirtschaftsverkehr, und dies wird eines der Themen sein, die wir diskutieren."
german,"Am vergangenen Freitag habe ich zusammen mit Generalsekretär Rasmussen das Treffen des Politischen und Sicherheitspolitischen Komitees und des Nordatlantikrats geleitet, während dem wir erstmals über Libyen gesprochen haben."
german,"Amerikanische Plattformen kommen beispielsweise seit 1998 in den Genuss eines Moratoriums, was zu deren außergewöhnlichem Boom geführt hat."
german,"An Herrn Martin Schulz gerichtet möchte ich gern sagen, dass auch ich einige Fragen bezüglich der Rating-Agenturen und ihrer Rolle bei der gegenwärtigen Krise habe, aber lassen Sie uns versuchen, die Fehler und die Ursachen der Krise in unseren eigenen Reihen zu suchen und vielleicht nicht außerhalb der Europäischen Union und ihrer Institutionen."
german,"An den EHEC-Erregern sind bisher in Deutschland mindestens 22 Menschen gestorben, es gibt mehr als 1 500 Infektionsfälle."
german,"An der Küste Kalabriens, einige Meilen vor dem Hafen Cetraro, liegt ein versenktes Schiff, das für hochtoxische Giftmülltransporte bekannt war."
german,"An die bevorstehende Ratssitzung und die Fragen des Pakets, die noch durch einen Kompromiss gelöst werden müssen, werden große Erwartungen gestellt."
german,"An diesem Punkt muss ich das Engagement der europäischen Staatsoberhäupter erwähnen, die Millenniums-Entwicklungsziele zu erreichen."
german,"An diesem Tag im Jahr 1989 gingen die Behörden der Volksrepublik mit den Demonstrationsteilnehmern auf dem Platz des Himmlischen Friedens derart um, dass die Proteste in Blutvergießen endeten."
german,"An diesem Tag wird sich Jarosław Kaczyński psychiatrischen Untersuchungen unterziehen müssen, während Donald Tusk in Straßburg eine Antrittsrede zum EU-Ratsvorsitz halten wird."
german,An dieser Stelle möchte ich auch die Auswirkungen der Doha-Entwicklungsrunde der WTO auf ein Freihandelsabkommens zwischen der EU und Indien ansprechen.
german,"An dieser Stelle möchte ich die Bedeutung der Arbeit des europäischen Waldbrandinformationssystems (EFFIS) und des Programms GMES (Globale Umwelt- und Sicherheitsüberwachung) betonen, das die notwendige kartografische Erfassung und Überwachung von Waldgebieten ermöglicht."
german,"An dieser Stelle möchte ich gern meinen Kolleginnen und Kollegen dafür danken, dass sie mir Gelegenheit gegeben haben, diesen Bericht auszuarbeiten, und ich möchte auch der Europäischen Kommission danken, die diesen Bericht vorbereitet hat und die Probleme, mit denen junge Menschen konfrontiert sind, in die wesentlichen Prioritäten des Zehnjahres-Entwicklungsplans der EU aufgenommen hat."
german,"An erster Stelle geht es darum, auf Grundlage der KMU aufzubauen, die für den Großteil des Wohlstands in Europa verantwortlich sind, indem Risikokapital, Garantiefazilitäten und Unterstützung in Form von Darlehen zur Verfügung gestellt und eine Vereinfachung des gesetzlichen Umfelds umgesetzt wird."
german,"An erster Stelle muss betont werden, dass dies ""der einzige Bereich des außenpolitischen Handelns ist, der nicht EU-Interessen, sondern der Wahrung der Interessen der am stärksten benachteiligten Randgruppen und der besonders Schutzbedürftigen dienen soll"". In diesem Sinne sollte das Parlament eine wichtigere Aufgabe übernehmen, nicht nur, da somit auf vielfältige Art und Weise die demokratische Legitimität übermittelt wird, sondern auch aufgrund dessen, was es materiell und verfahrenstechnisch zu bieten hat."
german,"An erster Stelle müssen sie in völliger Unabhängigkeit und in transparenter Weise erfolgen, alle Kategorien von Legislativvorschlägen umfassen und einer klaren Methodik folgen."
german,"An erster Stelle unterstreicht der Antrag die Notwendigkeit, bei einer Folgenabschätzung zu beachten, wie sich eine neue Regelung auf die Klein- und Mittelbetriebe auswirkt und wie ihre Belastung durch die Reglementierung verringert werden kann."
german,"An sich ist die Integration makroökonomischer Ungleichgewichte in den Kontext der wirtschaftlichen Koordinierung positiv, jedoch wurden daraus nicht die richtigen Schlussfolgerungen gezogen."
german,"An solchen Worten mangelt es nie, wenn es darum geht, gewisse andere Länder zu verurteilen! In diesem Fall wurden die Forderungen aufgeweicht und als Bitten formuliert, und der bevorzugte Ansatz besteht darin, im ersten Punkt der Entschließung die engen transatlantischen Beziehungen zu betonen, die auf gemeinsamen Werten und der Achtung der Menschenrechte beruhen."
german,"Analysiert wurden diverse Lebensmittel, doch gefunden wurde er bisher nicht."
german,"And the nation that plays it is lost!'"" (Frei übersetzt: ""Es mag klüger sein zu sagen: 'Wir zahlen niemandem Schutzgeld, wie auch immer gering der Betrag, denn das Ende des Spiels sind Unterdrückung und Schande, und die Nation, die es spielt, ist verloren!'"")"
german,"Andere Anforderungen umfassen die Zusammenarbeit zwischen den Mitgliedstaaten und, inter alia, die Festlegung eines gemeinsamen Standpunktes zum Thema Einsparungen und Etatkürzungen."
german,"Andere Industrien werden erwähnt und erhalten ihre eigenen Klauseln, aber die Textilindustrie wird vollkommen ignoriert."
german,"Andere Länder sind etwas langsamer - vielleicht ist die Ukraine ein Beispiel dafür. Dennoch ist es wichtig, anzuerkennen, dass sie Fortschritte gemacht hat, wenngleich sie noch weiter gehen muss."
german,"Andere Quellen schätzen, dass bereits 200 000 Menschen an strahlenbedingten Krankheiten gestorben sind und dass weitere 100 000 Menschen in Zukunft noch an Krebserkrankungen sterben könnten, die ihre Ursache in der Katastrophe von Tschernobyl haben. Jüngste Untersuchungen bestätigen, dass die Bewohner von mindestens zwei Verwaltungsbezirken der Ukraine nach wie vor kontaminierte Lebensmittel zu sich nehmen."
german,"Andere Redner werden auf das, was ich gesagt habe, noch ausführlicher eingehen, aber ich möchte zwei Punkte hervorheben: der erste betrifft die Vereinfachung und der zweite die Reaktion auf die großen Herausforderungen, vor denen wir stehen."
german,"Andere Wege und Lösungsmöglichkeiten müssen eingeschlagen werden und sollten vom Parlament dringend diskutiert werden, was bisher nicht geschehen ist."
german,Andere haben andere Punkte genannt.
german,"Anderenfalls werden wir in unseren Debatten weiterhin über die Tatsache murren, dass vielleicht die französische Regierung aus internen Gründen eine Initiative über Schengen ergriffen hat oder sich die italienische Regierung gegen die Aufnahme von irgendwem geweigert hat oder die griechische Regierung immer noch zu schwach ist, um die Verantwortung für ihre eigenen Entscheidungen übernehmen zu können."
german,"Andererseits beklagen große Unternehmen den steigenden Fachkräftemangel, oft eine willkommene Ausrede, Menschen zu Dumping-Löhnen zu beschäftigen."
german,"Andererseits bieten die Globalisierungsprozesse ebenfalls vielfältige Möglichkeiten, Herausforderungen und Bedrohungen für die globale Ordnungspolitik und zeigen gleichzeitig auch soziale Schlupflöcher und Versäumnisse auf, unter anderem in Bereichen wie z. B. den Finanzmärkten, Energiesicherheit, Bekämpfung der Armut, Klimawandelpolitik und Menschenrechtsverletzungen."
german,"Andererseits bietet Ihnen Ihr Amt bereits ausgiebige Möglichkeiten der Verhandlung an allen Orten, an denen die EU durch ihre Meinungen und ihren politischen Einfluss eine sinnvolle Rolle spielen kann."
german,"Andererseits bin ich der Überzeugung, dass das Kooperations- und Kontrollverfahren - das berühmte KKV, über das die Kommission im Juli einen Bericht veröffentlichen wird, der sich genau mit den Themen beschäftigt, die in dieser Aussprache angesprochen wurden - hilfreich sein könnte, auch wenn es offiziell nicht zu den Bedingungen für den Schengen-Beitritt gehört. Die Kommission wird ein Zertifikat im Zusammenhang mit der Bekämpfung des organisierten Verbrechens und der Korruption herausgeben."
german,"Andererseits die Tatsache, dass beide Kandidatenländer ihre Anstrengungen fortsetzen und weiterhin beweisen, dass sie dazu in der Lage sind, die Außengrenzen der Europäischen Union zu schützen."
german,"Andererseits gab es einen einheitlicheren Durchschnittswert der Projektauswahl für die drei Ziele ""Konvergenz"", ""Wettbewerbsfähigkeit und Beschäftigung"" und ""Europäische Territoriale Zusammenarbeit"" - und dasselbe trifft auf die Kategorien zu, die auf die Ziele der Strategie von Lissabon ausgerichtet wurden."
